,eidw,enn
0,-3.0571319208112726,-8.099769592285156
1,-14.864617186516881,-7.1171112060546875
2,3.442338638434265,6.2892303466796875
3,-1.4228860337682363,0.26482391357421875
4,-17.568213731969337,-12.113105773925781
5,5.27324761393038,-2.5165557861328125
6,0.3376737900041178,-1.3538589477539062
7,23.75768266709042,-0.14830780029296875
8,-20.635858312707953,-7.537261962890625
9,-10.95379127989247,2.737030029296875
10,-4.738078845572204,2.9063873291015625
11,-2.86194158013366,-5.617500305175781
12,1.6948582338926883,-0.01612091064453125
13,2.6317418440264646,-1.2549209594726562
14,0.1973760634028281,-5.4435272216796875
15,2.822856885346795,-0.14324951171875
16,-2.0472743712697508,-5.905426025390625
17,2.1516881902184792,-4.606109619140625
18,5.158874911282254,-0.46959686279296875
19,-0.2733248988496513,-8.594146728515625
20,-10.278394517468797,-7.319465637207031
21,-6.463539468712938,-3.1897430419921875
22,-8.834009768320229,-1.8714523315429688
23,-0.24622365589272022,-1.88275146484375
24,8.663749581089775,-2.1615829467773438
25,0.430978729281172,7.335578918457031
26,3.3187003608360897,1.6623687744140625
27,-1.936582953291989,-4.076141357421875
28,-0.32925676130113857,1.0559234619140625
29,7.730034037276397,-2.6499786376953125
30,-6.1118324954861265,-2.3015899658203125
31,12.571568260806728,9.294601440429688
32,10.055169979486209,0.3632965087890625
33,2.6245609844825992,-4.450103759765625
34,2.9835843819584937,-7.091621398925781
35,2.134667349710057,-0.536163330078125
36,2.641543974626714,5.418128967285156
37,-4.158332363659525,1.17266845703125
38,8.72868590146362,3.9538536071777344
39,-2.138869166976093,-1.570159912109375
40,5.69432793387071,-3.4422378540039062
41,-0.06671031631412916,-0.118255615234375
42,-23.58117761172035,-6.829490661621094
43,0.04103514497808192,-1.7135391235351562
44,2.912983397988981,-4.967689514160156
45,-11.461909141836784,-9.502510070800781
46,-11.017158287184657,3.233154296875
47,1.494886664211279,-2.6258163452148438
48,15.939721991088959,4.46075439453125
49,-11.006900029697164,-16.39234161376953
50,1.59089833641562,-4.668510437011719
51,-4.001527189101552,-2.8515396118164062
52,5.428441653662816,2.4807357788085938
53,0.7234085438276878,-1.466217041015625
54,-1.4948855016347125,-3.770599365234375
55,-0.5047853871850378,1.2326583862304688
56,-10.338720818954414,-6.6724090576171875
57,16.137494024465525,2.7003021240234375
58,3.8152131406764624,3.0951614379882812
59,-10.427360226799436,-2.9818115234375
60,-5.16303713244892,3.7406158447265625
61,-2.87888570044737,1.7674179077148438
62,3.487541375289993,-0.9768295288085938
63,4.16197202461592,-0.5043792724609375
64,3.116779685581477,-0.07733917236328125
65,7.164236590271756,-6.668083190917969
66,4.546488951366712,-3.883270263671875
67,4.064831829709476,-1.3337860107421875
68,-7.6240889106060195,-0.3214263916015625
69,15.26332362976008,-9.842910766601562
70,-15.416408324774721,-11.181968688964844
71,-9.691782953845262,-7.2758331298828125
72,-23.487242566769368,-3.4675445556640625
73,6.092850681230743,-0.7876434326171875
74,1.1573859260444976,-4.3318023681640625
75,0.5880977629508948,5.967338562011719
76,6.614015358653958,0.9618911743164062
77,-8.061239721350546,-8.31231689453125
78,-13.848540370597775,3.9179458618164062
79,-6.092849513443852,-0.19831085205078125
80,-13.087163560277844,-7.2172698974609375
81,4.279986322579532,-4.800758361816406
82,2.961277874495181,-3.2690963745117188
83,-9.300144373473984,-7.2538909912109375
84,-3.6238128360800204,2.767974853515625
85,0.0495354780760664,-0.9312515258789062
86,-8.402079217216112,-8.023239135742188
87,40.04842027227198,2.925048828125
88,-9.793661701780536,-6.6079864501953125
89,0.38395256110536025,0.07901763916015625
90,-8.2735262753298,-16.541213989257812
91,9.007549509367351,-1.3051910400390625
92,-7.519310829043022,-2.2987442016601562
93,5.449605213877305,-2.6008148193359375
94,3.6077668272261434,-0.9448471069335938
95,8.056965559408965,-4.603019714355469
96,11.017152784143207,-0.73968505859375
97,-10.352520807573569,-7.0549163818359375
98,-2.4055643561147377,4.0114593505859375
99,3.4535550879334664,8.054595947265625
100,-8.697702321174532,-4.434944152832031
101,-12.661348424860392,-6.5974578857421875
102,-1.234023245224435,-14.183792114257812
103,1.9466384827200898,-1.33294677734375
104,2.6598189937362378,-6.028678894042969
105,1.0304525508249611,-5.33294677734375
106,9.98939404698308,-7.146461486816406
107,-13.391953292121684,-7.103179931640625
108,8.043812463956158,8.793731689453125
109,2.7511096781444735,1.694366455078125
110,-10.820277234242653,4.14642333984375
111,-1.6025456598893868,-2.7575225830078125
112,7.402336934962705,-3.041351318359375
113,0.272349928531753,0.3018341064453125
114,3.195709043426021,-2.2259750366210938
115,-2.2069763810381744,-2.5115280151367188
116,-20.549069863094047,-12.412368774414062
117,2.047267919169201,-0.6233139038085938
118,8.049192527170106,3.7792892456054688
119,-16.365185796561093,3.2364273071289062
120,3.921240528897485,2.5178070068359375
121,-11.732995594853094,-0.3208160400390625
122,3.3830545942165884,-2.6756591796875
123,16.355150116952814,1.8985748291015625
124,6.954936486960847,0.4241180419921875
125,16.402921456691956,-0.4571685791015625
126,-3.8373142589489646,-3.0213775634765625
127,6.224437561569488,-2.1569137573242188
128,5.891455388161006,-0.24236297607421875
129,-3.8353948045114237,-1.8751068115234375
130,-6.712246579555682,-8.052909851074219
131,3.3654800104753377,8.147590637207031
132,18.567907895696692,-0.6351547241210938
133,-2.5832266631012146,1.5817947387695312
134,3.0322730955552117,-7.061073303222656
135,-8.645071553981609,-8.348564147949219
136,-10.323518835016642,-3.2006988525390625
137,6.6399294157101,-0.8530807495117188
138,2.295152328651767,-8.05078125
139,0.5029992922033415,-0.9243621826171875
140,7.423121750770946,-3.54290771484375
141,1.9423800049190731,-6.10125732421875
142,6.092301961612719,-3.3134613037109375
143,-6.182200220462775,-1.2943115234375
144,13.890648898735918,3.9369430541992188
145,4.13178451480573,-1.86431884765625
146,-1.3557524598131891,-9.239311218261719
147,1.2503537532435587,-3.3997650146484375
148,-9.989396740729376,-6.516326904296875
149,3.7879750508196253,-2.081939697265625
150,-10.189608104366329,-12.466484069824219
151,-0.7987591006199466,0.6259689331054688
152,-5.959579107944165,-1.3162612915039062
153,-16.137497669340064,-2.8296661376953125
154,-1.0421130495505935,-8.797088623046875
155,-9.50264381320767,-4.8746337890625
156,-1.2503486756801863,-0.9597549438476562
157,2.1621345394955966,-10.002960205078125
158,-9.20772548385176,-1.3575286865234375
159,-4.272502909223746,-1.91229248046875
160,-8.728687979796291,0.31920623779296875
161,-8.246141943944451,-2.6500473022460938
162,2.2535498412238866,3.8093795776367188
163,-12.464188772439257,-5.643646240234375
164,-21.93362270663917,-12.15728759765625
165,2.297859528736325,-7.853340148925781
166,-5.106954062291166,-5.9317169189453125
167,4.124957363041744,-2.33148193359375
168,-8.258881108433386,-10.344680786132812
169,-4.146686363198242,-4.743072509765625
170,-2.454224795860796,-1.479949951171875
171,-6.540883763056897,-11.721038818359375
172,-3.2452176697126305,-1.777099609375
173,-3.4993896460279927,-3.7087020874023438
174,-1.679985676007476,-3.4334335327148438
175,-8.172219867239178,-0.35536956787109375
176,3.205842792266651,-0.35320281982421875
177,4.228522977592462,-4.709808349609375
178,5.769868371911173,1.7274856567382812
179,0.5684118863531751,-1.2153854370117188
180,5.78906149231085,-2.8253936767578125
181,-6.448630871020427,-5.0520782470703125
182,0.41765583949813845,-2.1153793334960938
183,-0.8648537709395612,-10.919174194335938
184,-14.198954933140413,-2.6310958862304688
185,13.661057420964866,-3.9326019287109375
186,-0.5586857106364818,-3.99664306640625
187,0.9016124930518288,3.1354141235351562
188,-3.8152184419083994,-3.2830886840820312
189,-14.464035390020598,-8.542716979980469
190,-2.961277704811451,-3.1179275512695312
191,-8.388348331146261,2.157318115234375
192,7.03734248640076,3.030487060546875
193,-10.491630146398194,3.1369857788085938
194,-9.552726320000062,-9.828903198242188
195,2.232478752921466,-11.480117797851562
196,-5.690522421374368,-0.1863861083984375
197,-2.7187100311363253,-1.4740524291992188
198,-0.48036190670302403,-2.28179931640625
199,-5.695892655278868,-8.213401794433594
200,-12.963014890244096,-7.025604248046875
201,-2.7044811858972935,-3.6158981323242188
202,22.549601963921248,-9.528434753417969
203,0.10321659865635979,-1.049407958984375
204,-20.319745596134368,-10.955284118652344
205,-8.758535121671528,-2.5092926025390625
206,-3.0858741637231475,-2.6815414428710938
207,-0.8760786738481698,0.36347198486328125
208,0.34315851937165576,3.3946914672851562
209,-7.299321942275384,-3.27203369140625
210,2.2632000320782026,8.494400024414062
211,2.2609568509809606,0.33847808837890625
212,-1.6782633404474723,-5.946205139160156
213,1.6782605306720484,-1.797882080078125
214,-6.092299048326836,-5.926460266113281
215,2.2069752870906285,-1.83404541015625
216,12.982071324799634,8.385276794433594
217,11.669806972150127,-2.15301513671875
218,-11.915427066052601,-15.845161437988281
219,-4.161974937866489,-4.2938385009765625
220,-1.9031340825550487,-0.009204864501953125
221,-3.306425619355494,-6.492279052734375
222,-1.1712339633636475,-0.03955841064453125
223,1.5621794399840212,-1.0314178466796875
224,2.658346383857406,-7.320579528808594
225,14.740476482241178,-10.365486145019531
226,4.146683317787478,-4.767066955566406
227,10.338715757021362,-1.17913818359375
228,-12.205094257061603,-2.6441574096679688
229,-2.9129890956243827,-2.1850433349609375
230,8.876676682899216,-6.612129211425781
231,7.248697381387075,-4.100242614746094
232,0.14808231489450918,-5.180259704589844
233,-3.1387035844946922,-0.114105224609375
234,-5.828351163495881,-6.437416076660156
235,1.0988085333525817,-1.692840576171875
236,2.5367074189300354,-3.7354202270507812
237,-13.890647260096443,-1.9583816528320312
238,3.080522162712427,7.8315277099609375
239,-1.896404737023559,4.1028594970703125
240,2.489618970356375,2.2051620483398438
241,-2.2072915386174685,-3.0956039428710938
242,-6.250339391402605,1.1981048583984375
243,8.47736408827518,-7.094978332519531
244,-15.939729145466046,-0.9066314697265625
245,1.8827736521684528,-0.49489593505859375
246,-0.9713060907061788,1.1431732177734375
247,9.671647054981165,-6.7168121337890625
248,3.608239180842787,3.5586395263671875
249,-7.08165772637777,-6.5887603759765625
250,-5.708753507370716,-8.970443725585938
251,12.882012478581004,2.829193115234375
252,-16.35515098814703,-2.7938385009765625
253,3.3437842598303007,-3.3570556640625
254,0.42738849545526136,-4.29241943359375
255,4.558758340317269,-4.63348388671875
256,6.151931534182509,-1.334197998046875
257,-0.14852556336896328,-2.9027481079101562
258,11.065359757758102,-1.8994674682617188
259,-1.0266291538350458,-6.14111328125
260,-6.372918342538625,-7.93548583984375
261,3.535085251289644,-4.57135009765625
262,-6.788596382662178,-10.583381652832031
263,1.9365868793851178,-2.5107650756835938
264,-23.757682732935137,-2.427703857421875
265,-26.446753947944117,-10.517837524414062
266,-2.134663434938119,-0.307769775390625
267,1.7088741625595674,-7.9354400634765625
268,1.161365721306339,-3.6018524169921875
269,-9.671649771429827,-6.5784149169921875
270,-5.270283498932784,-9.861991882324219
271,40.10096170494131,2.7950210571289062
272,-24.92494024565252,-5.283966064453125
273,4.97070607730555,8.381599426269531
274,8.08338391442524,-1.92633056640625
275,-3.132581801834476,0.2483978271484375
276,-13.537040271146282,-4.4313201904296875
277,3.8841579868797567,-1.3018951416015625
278,-15.945268310481197,-1.7097320556640625
279,7.11074838751702,-0.9495697021484375
280,7.403650207787422,1.2808380126953125
281,0.8131604616075663,-3.6915359497070312
282,6.894813085987039,-2.0337066650390625
