,eidw,enn,kernel
0,1.4473322696891842,-1.5274581909179688,-4.730741180604355
1,8.38744768538271,2.3178863525390625,-6.8718281087805195
2,15.027742083688509,-5.085197448730469,-13.192738779027081
3,0.26829720418038505,-4.49639892578125,-7.88949567073422
4,0.7356697216323482,2.8139801025390625,-13.962025384917922
5,9.724534893771619,-1.8515701293945312,-7.118059347866662
6,15.324559301585722,-3.22662353515625,-7.890314162029355
7,1.6638900388073523,0.9419021606445312,-9.590392933690211
8,3.946432136675213,0.6243972778320312,-26.23052479733765
9,0.9859784839039207,-5.8642120361328125,-5.648863877988163
10,-8.622598979099237,-4.21343994140625,-6.833409866271978
11,-0.9143324221958835,-0.5708770751953125,-9.252012373904051
12,-8.409530612635805,-4.48876953125,-16.025169856279817
13,-3.5829784180740063,-5.4378204345703125,-10.745272246861447
14,3.5829805135346646,-0.9971466064453125,-3.6942856701657263
15,5.452193632763496,-5.438758850097656,-13.955187279818347
16,2.63085775329219,-6.492431640625,-13.672807966271165
17,8.622598456591504,-1.3533248901367188,-2.182276944280801
18,-8.581851362589902,-4.651031494140625,-13.736359719075153
19,7.549661988633844,-8.264854431152344,-6.729750809539738
20,9.930600124039998,-10.189788818359375,-13.6251281326102
21,2.13994582437104,8.609817504882812,-9.401549331910076
22,5.374060898620243,2.6040725708007812,-7.354040779330546
23,8.409534443168866,-1.7255706787109375,-11.94172202945198
24,4.10918366471428,-4.1730194091796875,-3.9825340461661654
25,-1.2097881265281103,-6.3068084716796875,-3.692513736539027
26,-1.296157553326026,2.936553955078125,-1.8256881132837464
27,5.620565640168664,3.653076171875,2.313522436424833
28,-7.9681451296315515,-5.6423797607421875,4.4602010198075845
29,-2.777402544538944,-3.0218963623046875,0.7407074092320158
30,-2.217138642683011,-6.619873046875,1.036029248547834
31,5.059220370510005,-0.469696044921875,2.8560058016385454
32,-5.9115437812374125,-3.2665634155273438,-1.0967261608705456
33,0.693680297383878,-2.1821746826171875,-10.222235688011665
34,14.081798047129865,-0.6378326416015625,9.322366363538322
35,2.2171263032101365,-9.28436279296875,-6.157009552773687
36,-0.7674949107132818,-5.6065673828125,-16.797557817011977
37,5.911546385083682,1.6434555053710938,3.978363817228569
38,5.147279490222289,-5.5525054931640625,-3.8957350050084045
39,-10.367289467692103,-5.031707763671875,2.7399841882344447
40,-3.619715997504869,-6.141136169433594,-4.505929023268408
41,8.00292724748951,3.1811676025390625,6.232041331370354
42,-3.9052208214560693,-8.250839233398438,-4.072767419226636
43,3.9714974753360366,-13.523643493652344,-13.474688722357413
44,4.145171468613171,-7.790496826171875,-2.091205295993632
45,-7.930986440888461,-7.7939605712890625,-12.320471303472743
46,1.3050667601132204,-8.741691589355469,-4.730916182148036
47,-8.07738799683655,-12.430656433105469,-12.599292147408931
48,8.41361678158485,-1.74200439453125,-7.283202141648971
49,1.0933891056885159,-10.987335205078125,-6.056475539552423
50,1.23478927434536,-2.3750686645507812,-0.006342870148827728
51,-4.53457782416524,-7.132698059082031,-1.2869281489287516
52,8.218539005028958,-4.4661102294921875,1.1937597040067942
53,-5.050055670013904,-3.7065887451171875,0.9047873352914308
54,0.4388380316957523,-3.50048828125,4.3212087844949
55,11.134308145410245,-5.015327453613281,3.4758588228803546
56,7.1952476479673635,-3.733612060546875,-3.9460434272291707
57,-1.5514801078452933,-0.9699249267578125,-3.3504005753474075
58,6.851573530878738,-3.9823379516601562,0.062445494218223985
59,3.4083805725816347,-1.1922225952148438,-0.723918119538709
60,3.091059602981474,0.1969757080078125,11.842428798580102
61,13.751846466634333,-1.897003173828125,3.1949907392215806
62,-9.059985358495396,-9.893722534179688,-14.090255650998984
63,11.75986191265045,-3.0762405395507812,-2.118489939599982
64,2.670542626167034,-0.12133026123046875,6.935421320225402
65,-2.2751224701171395,-6.00885009765625,6.229919015485777
66,-1.1115267646158742,-7.1165618896484375,-2.841347685826804
67,5.503380171604277,1.1583099365234375,-0.5625600208768446
68,-8.473335365590785,-8.099075317382812,-9.586186342573015
69,8.688047966038141,-3.09112548828125,6.777982456181121
70,7.22552741027539,-1.4577713012695312,5.976919657584801
71,-8.57781848685363,-9.202880859375,-11.374134025366857
72,-11.759861773450936,-10.546684265136719,-11.285982158526565
73,-14.753039465297348,-8.323699951171875,-18.97398552811444
74,11.648812683796663,-1.4474258422851562,-3.431719331752106
75,-2.670542073512621,-2.7772140502929688,4.933370817984354
76,7.255492521239944,-1.0361480712890625,10.397521392179783
77,-0.047648632252816014,-11.481201171875,-8.981464109253167
78,10.150432475635824,-0.35594940185546875,3.4886179963750408
79,-9.85728396851924,-3.3392791748046875,8.13430959664143
80,-4.014640331150929,0.0411224365234375,5.233453468700787
81,12.998847508402505,0.30483245849609375,2.8665784267448657
82,-13.108285803103684,-3.245208740234375,11.227560813838721
83,-9.742804091414811,-11.691551208496094,-6.862764287947201
84,-9.367690895884436,-11.217208862304688,-10.030366678495142
85,8.018110386569404,-1.9536056518554688,-5.022588910077502
86,1.1115273682112417,-2.81207275390625,6.537639804764936
87,-13.445524564082461,-4.73834228515625,-9.254026727261305
88,-13.751842607732485,-10.299629211425781,-7.116572429602499
89,13.695919477057586,-0.4429473876953125,-4.3804975545223925
90,2.275125054394806,-8.035179138183594,3.4934197799764917
91,-4.1480452064827915,-5.067909240722656,9.039713184971262
92,13.014185123600697,-3.6242904663085938,8.651089894092522
93,-12.998845324815008,-1.9723968505859375,2.46884684349709
94,-2.7952819466985943,-11.385604858398438,-1.778361846797651
95,-1.444593382882985,-4.960990905761719,-1.6277378191829825
96,1.41987728834755,-14.329872131347656,3.2423067784131376
97,-1.7137244379350989,-10.021888732910156,6.459398178707403
98,9.287694159657434,-1.3745803833007812,0.5771121012219282
99,-1.5786773959722495,-12.446365356445312,-1.9719227161638173
100,-7.84879698019688,-16.660125732421875,-13.430112301942899
101,-4.778379139388903,-15.769012451171875,-9.47546151359883
102,7.278431210398878,-13.747650146484375,-3.9400874178125207
103,4.778379348874552,-12.5726318359375,-9.56256647614336
104,-0.21127755391691494,0.982757568359375,-3.171985148542376
105,5.112576272583908,-4.070152282714844,-6.2950986824858575
106,-1.4198697640446483,-12.038673400878906,6.055628709489355
107,7.848803105948804,-12.747726440429688,-13.485162371279173
108,0.8832205909012458,-4.1427154541015625,-2.9213289326910967
109,-1.0480701026199313,2.54547119140625,-5.044262475099231
110,-6.317698065609989,-13.633796691894531,-10.408018822610131
111,5.698781732245209,-18.868431091308594,-10.448077615587067
112,15.718001106608938,-3.1393280029296875,2.3342335225358966
113,-0.8823892926290711,0.280120849609375,8.354508085240496
114,6.317697564211741,-3.7574996948242188,1.1886745286473825
115,-5.096285487734576,-14.704635620117188,-8.604911595785083
116,-5.56214321349654,-11.268074035644531,-2.6669643460552663
117,-0.8832206122704918,-5.37860107421875,-5.604429070355039
118,6.970643803455914,-3.5304107666015625,7.908708404768589
119,-5.181840615124145,-15.637054443359375,-7.9160746838143865
120,0.8823961830117071,-6.507926940917969,-3.573920122272014
121,6.389015957050759,1.0125045776367188,-0.25267355604685804
122,-3.006557175793702,-1.8253936767578125,-4.681932152947937
123,-1.338577476816397,-4.143341064453125,2.041341897751394
124,8.194780411794,2.151947021484375,0.5409779512724668
125,-10.848237580846188,1.344268798828125,-9.279208076670528
126,-4.603001332211008,-3.0713043212890625,1.2001071413610873
127,5.096281071887901,-8.457366943359375,-2.627838904497196
128,-5.698779518131573,-12.92181396484375,-6.613299013201129
129,-10.0372477449569,-3.7315521240234375,3.4359855812640205
130,-2.316286179535652,-3.0818710327148438,2.3318563864626896
131,-5.452810011065068,1.55242919921875,-3.0565398178587913
132,-6.970646544419253,-4.0382232666015625,1.676850744489542
133,5.45281586336958,2.5567245483398438,-0.40471563688963386
134,-0.40071661132434144,6.19366455078125,9.319772572999142
135,-1.5741578155103042,7.008636474609375,6.4964583539042735
136,1.5741581123951391,3.3582000732421875,3.540120973030241
137,-0.8816583837852647,8.30810546875,-6.365873718884416
138,0.8816575590083175,3.4050521850585938,-8.606320776193186
